trip_name,trip_category_detail,trip_address,trip_times,place_page,trip_phone,info_content,place_category_group
종로곱창막창닭갈비,닭요리,서울 구로구 남부순환로97길 20-10 1층 (우)08328,"둘째,넷째 일요일",-,-,주차,식사
은행골 종로구청점,"초밥,롤",서울 종로구 종로5길 44 (우)03158,매일 11:00 ~ 22:00,-,02-736-4988,none,식사
종로주막,"호프,요리주점",서울 종로구 우정국로2길 10 1층 (우)03189,매일 13:00 ~ 02:00,-,-,none,식사
종로빈대떡,한식,서울 관악구 남부순환로 1587 (우)08759,매일 14:00 ~ 04:00,-,02-886-3492,none,식사
종로계림닭도리탕원조 서울대입구점,닭요리,서울 관악구 관악로 152 2층 (우)08788,매일 11:00 ~ 22:30,-,02-877-3063,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,식사
장혁민의부대찌개 종로점,"찌개,전골",서울 종로구 종로14길 26 2층 (우)03190,매일 11:00 ~ 21:00,www.jangbudai.com,02-734-2222,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,식사
늑대식당 종로점,"육류,고기","서울 종로구 종로5길 40 2,3층 (우)03158",매일 11:30 ~ 22:30,-,02-725-8858,주차,식사
장위동유성집 종로점,"육류,고기",서울 종로구 율곡로 217-1 1층 (우)03100,월~금 11:00 ~ 21:00,-,02-763-4646,none,식사
종로빈대떡,한식,서울 강동구 진황도로 99 한신휴플러스상가 108호 (우)05353,-,-,02-470-3963,none,식사
스시메르 종로,일식집,서울 종로구 우정국로 26 센트로폴리스 2층 (우)03161,월~토 12:00 ~ 22:00,www.sushimerbyhaevichi.com,02-722-4330,none,식사
101번지남산돈까스 종로타워점,"돈까스,우동",서울 종로구 종로 51 지하1층 104호 (우)03161,월~토 10:30 ~ 20:30,-,-,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,식사
김밥맛집,분식,서울 종로구 창경궁로26길 41-3 (우)03079,-,-,02-742-1098,none,식사
방이옥 종로관철점,한식,서울 종로구 우정국로2길 32 1층 (우)03189,-,-,02-737-8255,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,식사
한솥도시락 종로관철동점,한솥도시락,서울 종로구 종로12길 10 종로우리빌딩 1~2층 (우)03189,"월,화,목,금 08:00 ~ 18:50",www.hsd.co.kr,02-725-3305,none,식사
경동맛집,"해물,생선",서울 종로구 자하문로1길 7 (우)03041,-,-,02-720-7813,none,식사
종로 셋째집,한식,서울 종로구 종로14길 30 (우)03190,-,-,02-730-8324,none,식사
종로떡집,"떡,한과",서울 은평구 은평로 101 (우)03461,-,-,02-357-6369,none,카페
세광양대창 종로점,"곱창,막창",서울 종로구 종로14길 9 2층 (우)03190,매일 15:00 ~ 24:00,www.sgfco.kr,02-737-9929,none,식사
신도세기 종로구청점,"육류,고기",서울 종로구 삼봉로 84 1층 (우)03158,매일 10:00 ~ 22:00,신도세기.com,02-733-0984,none,식사
비사벌전주콩나물국밥 종로점,국밥,서울 종로구 수표로 90 1층 (우)03192,매일 00:00 ~ 24:00,-,02-2274-2275,none,식사
도깨비그릴 종로관철점,"육류,고기",서울 종로구 삼일대로17길 15 2층 (우)03190,월~토 11:00 ~ 00:30,ourgoblin.modoo.at,02-998-7792,주차,식사
종로삼대복집,복어,서울 종로구 북촌로1길 11 (우)03060,-,-,02-715-7679,none,식사
JBD종로빈대떡 낙원점,한식,서울 종로구 수표로 119 1층 (우)03140,매일 11:00 ~ 02:00,-,02-745-0733,휠체어사용,식사
반포식스 종로5가점,동남아음식,서울 종로구 창경궁로 120 1층 (우)03130,매일 11:00 ~ 22:00,www.tastycompany.co.kr,02-743-1666,none,식사
교동전선생 종로구청점,교동전선생,"서울 종로구 삼봉로 62 1,2층 (우)03158",-,-,02-730-9909,none,식사
드래곤포차 종로점,실내포장마차,서울 종로구 돈화문로11길 23 1층 (우)03139,-,-,02-766-5592,none,식사
어사출또 종로3가점,회,"서울 종로구 돈화문로5길 24 지하1, 1층 (우)03139",-,-,-,none,식사
꿈떡 꿈떡 종로 직영점,떡볶이,서울 종로구 종로 19 르메이에르빌딩 지하1층 (우)03157,월~금 10:30 ~ 21:00,꿈떡꿈떡.kr,02-722-7223,WIFI 주차 놀이방 흡연실,식사
동해남부선 종로점,회,서울 종로구 돈화문로11길 21 (우)03139,월~토 15:00 ~ 24:00,-,-,none,식사
1987루프탑라운지 종로점,칵테일바,"서울 종로구 종로12길 23 10,11층 (우)03190",월~금 11:00 ~ 24:00,www.1987company.com,070-8117-1223,none,식사
파리바게뜨 종로구청점,파리바게뜨,"서울 종로구 삼봉로 95 대성스카이렉스 107,108호 (우)03150",매일 07:00 ~ 23:00,www.paris.co.kr,02-737-6330,none,카페
종로계림닭도리탕원조 충정로점,닭요리,서울 서대문구 충정로4길 12 1층 (우)03742,월~토 11:00 ~ 22:00,-,02-363-0510,WIFI 동물출입 주차 휠체어사용,식사
나주소나주곰탕 종로수송점,곰탕,서울 종로구 율곡로4길 55 원당빌딩 1층 (우)03144,-,-,02-723-0234,none,식사
종로계림닭도리탕원조 방이점,닭요리,서울 송파구 올림픽로32길 22-11 2층 (우)05548,매일 11:00 ~ 22:30,-,02-415-4566,none,식사
녹지 종로직영점,"육류,고기",서울 종로구 청계천로 65 한남빌딩 1~3층 (우)03189,-,app.catchtable.co.kr/ct/shop/nockzi_jongno,-,none,식사
종로빈대떡,한식,서울 송파구 풍성로25길 10-1 (우)05520,-,-,02-470-6874,none,식사
종로면옥,한식,서울 강남구 삼성로 430 (우)06185,매일 00:00 ~ 24:00,-,02-552-3186,none,식사
김밥천국 종로점,분식,서울 종로구 수표로 124 (우)03139,-,-,02-765-6203,none,식사
보돌미역 종로타워점,한식,서울 종로구 종로 51 종로타워 지하1층 101호 (우)03161,매일 11:00 ~ 22:00,www.bodolfood.com,02-725-1391,none,식사
짬뽕타임24 종로3가점,중국요리,서울 종로구 돈화문로5길 34-3 1층 (우)03139,-,-,02-766-5925,휠체어사용,식사
종로빈대떡,"호프,요리주점",서울 송파구 백제고분로40길 28 1층 (우)05688,-,-,02-413-3298,none,식사
종로빈대떡 신사업1호점,"호프,요리주점",서울 종로구 우정국로2길 10 (우)03189,매일 15:00 ~ 23:30,-,02-725-7797,주차,식사
경성주막1929 종로점,일본식주점,서울 종로구 우정국로2길 37 3층 (우)03189,매일 17:00 ~ 03:00,ks1929.co.kr,02-735-0972,none,식사
종로맹버칼 종로구청점,국수,서울 종로구 종로5길 58 석탄회관지하상가 16호 (우)03151,월~금 07:00 ~ 19:00,-,02-734-3200,none,식사
압구정하루 종로직영점,"돈까스,우동",서울 종로구 돈화문로11나길 22-1 1층 (우)03133,매일 11:00 ~ 20:00,www.instagram.com/haru_jongro,02-2212-4319,none,식사
크라운호프 종로관철점,크라운호프,서울 종로구 종로14길 9 1층 (우)03190,월~목 16:00 ~ 02:00,www.crownhof.com,-,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,식사
종로풍,실내포장마차,서울 관악구 관악로14길 31 지하1층 (우)08788,매일 18:00 ~ 02:00,www.instagram.com/jongno_poong,-,none,식사
만경강 종로점,장어,서울 종로구 종로5길 32-5 (우)03158,월~토 11:00 ~ 22:00,jongno1st.modoo.at,02-722-9289,none,식사
옛날종로빈대떡,한식,서울 광진구 능동로19길 10 (우)05009,월~토 16:00 ~ 02:00,-,02-498-3004,none,식사
성미양꼬치 종로점,양꼬치,서울 종로구 종로31길 19 (우)03130,일요일,-,02-762-1898,none,식사
본죽 종로3가점,본죽,서울 종로구 돈화문로 31 1층 (우)03139,월~토 09:00 ~ 21:00,www.bonif.co.kr/bonJuk/home,02-762-6288,휠체어사용,식사
연어사랑 종로점,"해물,생선",서울 종로구 삼일대로17길 17 2층 (우)03190,매일 15:00 ~ 02:00,-,02-720-6095,none,식사
샐러드박스 종로구청점,샐러드,서울 종로구 삼봉로 53 (우)03151,매일 07:00 ~ 21:00,www.instagram.com/saladbox_jongno,02-6953-0305,none,식사
온센 서울종로안국점,일식집,서울 종로구 율곡로 57-4 (우)03060,매일 11:00 ~ 20:30,onsenfood.kr,0507-1316-2216,none,식사
종로빈대떡 석촌점,한식,서울 송파구 백제고분로41길 31 1층 (우)05625,매일 15:00 ~ 02:00,-,02-424-6354,none,식사
종로식당,한식,서울 종로구 동호로 403-28 (우)03195,매일 09:00 ~ 22:30,-,02-2268-6171,none,식사
종로보쌈,"족발,보쌈",서울 종로구 종로31길 19 1층 (우)03130,-,-,02-766-4666,none,식사
종로회타운,회,서울 종로구 종로41길 9 (우)03125,월~토 10:00 ~ 22:00,-,02-763-8922,none,식사
메가MGC커피 종로점,메가MGC커피,서울 종로구 종로 122 1층 (우)03192,-,www.megacoffee.me,02-2275-7030,none,카페
라밥 종로점,분식,서울 종로구 종로 116 1층 (우)03192,매일 00:00 ~ 24:00,labab.co.kr,02-2272-5959,휠체어사용,식사
달맞이 종로익선점,회,서울 종로구 돈화문로11길 30 1층 (우)03133,-,-,02-742-2341,none,식사
자담치킨 서울종로점,자담치킨,서울 종로구 삼일대로19길 17 (우)03190,매일 11:00 ~ 06:00,ejadam.co.kr,02-735-9244,WIFI,식사
맘스터치 종로대학로점,맘스터치,서울 종로구 대명길 17 2층 (우)03078,"월,화,수,목,금,일 10:00 ~ 23:00",www.momstouch.co.kr,02-744-3618,none,식사
한량석쇠 종로점,"육류,고기",서울 종로구 삼일대로 388-10 (우)03191,매일 10:30 ~ 24:00,-,-,none,식사
생활맥주 종로구청점,생활맥주,"서울 종로구 삼봉로 80 1,2층 (우)03158",매일 17:00 ~ 02:00,dailybeer.co.kr,02-733-9663,none,식사
이삭토스트 종로3가점,이삭토스트,서울 종로구 수표로 98 1층 (우)03192,월~토 06:00 ~ 24:00,www.isaac-toast.co.kr,02-2273-8804,휠체어사용,식사
순남시래기 종로구청점,한식,"서울 종로구 삼봉로 81 두산위브파빌리온 지하1층 127,128호 (우)03150",매일 11:00 ~ 22:00,soonnam.com,02-730-1455,none,식사
써브웨이 종로5가점,써브웨이,서울 종로구 종로 213-1 1층 (우)03129,매일 08:00 ~ 22:00,www.subway.co.kr,02-766-7537,주차,식사
아티제 종로그랑서울2점,아티제,서울 종로구 종로 33 그랑서울 지하 1층 (우)03159,월~금 07:00 ~ 22:00,www.cafeartisee.com,02-2158-7571,주차,식사
종로빈대떡,한식,서울 강동구 천호옛길 98 1층 (우)05379,-,-,02-486-7462,none,식사
금화왕돈까스 종로3가점,금화왕돈까스,서울 종로구 돈화문로 15 유성빌딩 1층 (우)03192,매일 11:00 ~ 20:30,kumhwaking.co.kr,02-2272-9292,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,식사
서울식당 종로3가점,갈비,서울 종로구 수표로 89-11 1층 (우)03191,-,-,02-2273-5523,none,식사
바른치킨 종로3가점,바른치킨,서울 종로구 수표로 105 육의전빌딩 1층 (우)03140,매일 14:00 ~ 01:00,www.barunchicken.com,02-766-5851,휠체어사용,식사
종로빈대떡 본점,한식,서울 강동구 양재대로147길 20 (우)05257,매일 18:00 ~ 01:00,-,02-481-5633,WIFI 동물출입 주차 휠체어사용 놀이방,식사
미각양꼬치 종로2호점,양꼬치,서울 종로구 삼일대로19길 18 1층 (우)03190,-,migak.kr/index.php,02-735-8868,none,식사
종로곱창 아현점,"곱창,막창",서울 서대문구 신촌로37길 16 (우)03758,"월,수,목,금,토,일 12:00 ~ 22:00",-,02-393-5366,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,식사
맛있는김치찜&순두부 종로본점,한식,서울 종로구 우정국로2길 31 1층 (우)03189,매일 00:00 ~ 24:00,-,02-722-1095,none,식사
종로빈대떡 사당점,"호프,요리주점",서울 관악구 남현1길 58 1층 (우)08806,-,-,02-585-9093,none,식사
네네치킨 종로점,네네치킨,서울 종로구 수표로26길 12 파고다빌딩 1층 (우)03139,매일 12:00 ~ 04:00,nenechicken.com,02-2275-0388,none,식사
통영항 바다생협 종로점,"해물,생선",서울 종로구 종로 117-1 2층 (우)03139,매일 11:30 ~ 23:00,-,02-765-5114,none,식사
종로빈대떡,한식,서울 도봉구 마들로11가길 15 1층 104호 (우)01414,-,-,-,none,식사
종로명인단팥빵,"제과,베이커리",서울 종로구 수표로 98 (우)03192,-,-,02-2279-3227,휠체어사용,카페
종로찌개마을,한정식,서울 도봉구 방학로 104 (우)01345,-,-,02-956-3795,none,식사
한양중식 종로점,중국요리,서울 종로구 종로 51 종로타워 지하2층 (우)03161,"월,화,수,목,금,일 11:00 ~ 22:00",www.instagram.com/haanyang,070-4647-0230,none,식사
임창정의소주한잔 종로점,"호프,요리주점",서울 종로구 종로10길 16 지하1층 (우)03189,-,www.임창정의소주한잔.kr,02-733-7282,none,식사
종로생삼겹살,삼겹살,서울 중구 수표로 52-1 (우)04550,-,-,02-2275-4082,none,식사
메가MGC커피 종로공평점,메가MGC커피,서울 종로구 삼봉로 100 1층 (우)03158,월~금 07:00 ~ 19:00,megacoffee.me,02-733-3247,주차,카페
샐러디 종로구청점,샐러디,서울 종로구 삼봉로 95 1층 (우)03150,월~금 08:00 ~ 20:30,www.saladykorea.com,02-739-0101,none,식사
CCR수제맥주 종로점,"호프,요리주점",서울 종로구 삼일대로 405 (우)03164,월~금 16:00 ~ 24:00,ccrbeer.modoo.at,02-720-5212,WIFI,식사
종로abc,라이브카페,서울 종로구 삼일대로17길 23 지하1층 (우)03190,매일 18:00 ~ 02:00,-,02-722-3445,none,카페
황제소갈비살 종로점,갈비,"서울 종로구 삼일대로 385 1,2층 (우)03190",-,-,02-733-0892,none,식사
종로고기집 종로본점,"육류,고기",서울 종로구 삼일대로19길 19 (우)03190,-,-,02-725-3244,WIFI,식사
육회공작소 종로1호점,"육류,고기",서울 종로구 종로14길 18 1층 (우)03190,월~토 10:00 ~ 05:00,www.6gongso.com,02-734-5892,none,식사
공차 종로센트로폴리스점,공차,서울 종로구 우정국로 26 센트로폴리스빌딩 1층 (우)03161,월~금 07:30 ~ 21:00,www.gong-cha.co.kr,02-6370-5850,주차,카페
종로계림닭도리탕 발산점,한식,서울 강서구 마곡중앙6로 93 1층 102호 (우)07803,매일 11:00 ~ 24:00,-,02-3664-6141,WIFI 동물출입 주차 휠체어사용 놀이방 흡연실,식사
종로찹쌀순대,순대,서울 종로구 종로31길 34 1층 (우)03129,일요일,-,02-745-0080,주차,식사
파리바게뜨 종로세무서점,파리바게뜨,서울 종로구 삼일대로30길 21 (우)03132,매일 06:00 ~ 24:00,www.paris.co.kr,02-764-8204,none,카페
종로계림닭도리탕원조 역삼점,닭요리,서울 강남구 논현로85길 5-5 1층 (우)06237,매일 11:00 ~ 22:00,-,0507-1325-3354,none,식사
배부장찌개가 종로5가점,"찌개,전골",서울 종로구 종로33길 14 (우)03129,매일 11:00 ~ 01:00,www.boglbogl.co.kr,02-762-7707,none,식사
종로빈대떡 거여동분점,한식,서울 송파구 성내천로 130 (우)05736,-,-,-,none,식사
종로빈대떡,한식,서울 강동구 올림픽로 552 (우)05391,-,-,02-482-5009,none,식사
정원순두부 종로점,두부전문점,서울 종로구 종로14길 32 동흥빌딩 2층 (우)03190,-,-,02-734-7528,none,식사
종로보쌈,"족발,보쌈",서울 중구 다동길 33 다동 1층 (우)04521,매일 11:00 ~ 21:30,-,-,none,식사
종로떡집,"떡,한과",서울 구로구 구로동로26길 51 (우)08311,-,-,02-3281-3400,none,카페
신종로빈대떡,"호프,요리주점",서울 금천구 시흥대로122길 14 (우)08579,-,-,02-869-5949,none,식사
설빙 서울종로청하점,설빙,서울 종로구 자하문로 280 청하빌딩 1층 (우)03017,매일 12:00 ~ 21:00,www.instagram.com/chungha_sulbing,02-394-1688,WIFI 주차,카페
퀴즈노스서브 종로YBM점,퀴즈노스,서울 종로구 삼일대로 394 YBM빌딩 1층 (우)03191,월~금 07:30 ~ 21:00,www.quiznos.co.kr,02-2272-4434,none,식사
일품양평해장국 종로점,일품양평해장국,서울 종로구 수표로 107-1 1층 (우)03140,"월,목,금,토,일 00:00 ~ 24:00",ilpumfood.co.kr,02-745-2842,none,식사
종로계림닭도리탕원조 논현점,닭요리,서울 강남구 학동로4길 20 명진빌딩 1층 104호 (우)06110,월~토 11:00 ~ 22:30,-,02-512-5588,주차,식사
계동치킨 종로3가점,계동치킨,서울 종로구 돈화문로 9 2층 (우)03192,월~토 13:00 ~ 01:00,www.kyedong.co.kr,02-2269-2242,휠체어사용,식사
종로수원성,갈비,서울 종로구 돈화문로11가길 13 (우)03133,화~일 10:30 ~ 23:00,-,02-765-3618,none,식사
종로명태덕장,"해물,생선",서울 종로구 수표로20길 9 (우)03192,월~토 10:30 ~ 21:00,-,02-771-9201,none,식사
고흥맛집,실내포장마차,서울 종로구 인사동 194-42,월~토 18:00 ~ 02:00,-,02-720-8948,WIFI 동물출입 주차 휠체어사용 놀이방,식사
종로곱창,"곱창,막창",서울 동작구 상도로22길 34 (우)06959,-,-,02-822-2639,none,식사
종로계림닭도리탕원조 상도역점,닭요리,서울 동작구 양녕로 277 2층 (우)06919,-,-,02-3280-5554,none,식사
김가네 종로3가점,김가네,서울 종로구 수표로 117 (우)03140,매일 00:00 ~ 24:00,www.gimgane.co.kr,02-742-6300,none,식사
식껍 종로구청점,식껍,서울 종로구 종로5길 29 (우)03156,-,miinbal.co.kr,-,none,식사
지유명차 종로점,전통찻집,서울 종로구 돈화문로 79 (우)03132,화~토 11:00 ~ 20:00,www.instagram.com/g.u_puerhtea_jongro,02-762-5634,none,카페
종로빈대떡,실내포장마차,서울 관악구 관악로15길 24 1층 (우)08787,월~토 16:00 ~ 03:00,-,02-883-1510,none,식사
대독장 종로구청점,"찌개,전골",서울 종로구 율곡로4길 66 2층 (우)03151,-,www.ddjang.net,02-730-9968,none,식사
나주곰탕 종로본점,곰탕,서울 종로구 창경궁로 119 1층 (우)03137,매일 08:00 ~ 22:00,-,02-744-3443,none,식사
종로골뱅이,"호프,요리주점",서울 종로구 종로16길 22 (우)03191,월~토 16:30 ~ 01:00,-,02-2274-3999,WIFI 동물출입 주차 휠체어사용 놀이방,식사
도쿠센 종로점,"육류,고기",서울 종로구 삼봉로 100 3층 (우)03158,월~금 17:00 ~ 23:00,www.instagram.com/yakiniku_dokusen,010-4123-6586,WIFI 동물출입 주차 휠체어사용,식사
BHC치킨 종로5가광장점,BHC치킨,서울 종로구 종로31길 7 (우)03130,매일 12:00 ~ 24:00,www.bhc.co.kr,02-743-9969,none,식사
종로떡집,"떡,한과",서울 강남구 양재대로55길 6 (우)06341,-,blog.naver.com/principale,02-2226-4130,none,카페
